time	V(n001)	V(n003)
6.217461333494138e-04	5.000000e+00	4.986689e+00
6.227226958494138e-04	5.000000e+00	4.991522e+00
6.236992583494138e-04	5.000000e+00	4.994819e+00
6.246758208494138e-04	5.000000e+00	4.997024e+00
6.256523833494138e-04	5.000000e+00	4.998464e+00
6.266289458494138e-04	5.000000e+00	4.999374e+00
6.276055083494138e-04	5.000000e+00	4.999924e+00
6.285820708494138e-04	5.000000e+00	5.000236e+00
6.295586333494138e-04	5.000000e+00	5.000396e+00
6.302993259445976e-04	5.000000e+00	5.000450e+00
6.308043711597463e-04	5.000000e+00	5.000460e+00
6.314617514633859e-04	5.000000e+00	5.000453e+00
6.320612871153109e-04	5.000000e+00	5.000434e+00
6.330377998686003e-04	5.000000e+00	5.000389e+00
6.339729558189988e-04	5.000000e+00	5.000340e+00
6.349495183189988e-04	5.000000e+00	5.000286e+00
6.359260808189988e-04	5.000000e+00	5.000236e+00
6.388557683189988e-04	5.000000e+00	5.000120e+00
6.398323308189988e-04	5.000000e+00	5.000093e+00
6.408088933189988e-04	5.000000e+00	5.000072e+00
6.417854558189988e-04	5.000000e+00	5.000054e+00
6.427620183189988e-04	5.000000e+00	5.000041e+00
6.437385808189988e-04	5.000000e+00	5.000031e+00
6.447151433189988e-04	5.000000e+00	5.000022e+00
6.456917058189988e-04	5.000000e+00	5.000016e+00
6.466682683189988e-04	5.000000e+00	5.000012e+00
6.476448308189988e-04	5.000000e+00	5.000009e+00
6.495979558189988e-04	5.000000e+00	5.000004e+00
6.515510808189988e-04	5.000000e+00	5.000002e+00
6.532900045701719e-04	5.000000e+00	5.000001e+00
6.550289283213449e-04	5.000000e+00	5.000001e+00
6.567678520725180e-04	5.000000e+00	5.000000e+00
6.585067758236910e-04	5.000000e+00	5.000000e+00
6.602456995748640e-04	5.000000e+00	5.000000e+00
6.619846233260371e-04	5.000000e+00	5.000000e+00
6.637235470772101e-04	5.000000e+00	5.000000e+00
7.000010000000001e-04	5.000000e+00	5.000000e+00
7.000010459130632e-04	4.770435e+00	5.000000e+00
7.000010918261262e-04	4.540869e+00	5.000000e+00
7.000011377391893e-04	4.311304e+00	5.000000e+00
7.000011836522525e-04	4.081739e+00	5.000000e+00
7.000012295653156e-04	3.852173e+00	5.000000e+00
7.000012754783786e-04	3.622608e+00	5.000000e+00
7.000013213914417e-04	3.393043e+00	5.000000e+00
7.000016294125341e-04	1.852937e+00	5.000000e+00
7.000020000000001e-04	0.000000e+00	5.000000e+00
7.000453640276273e-04	0.000000e+00	4.999341e+00
7.000887280552546e-04	0.000000e+00	4.997652e+00
7.001320920828818e-04	0.000000e+00	4.994934e+00
7.001754561105090e-04	0.000000e+00	4.991186e+00
7.002188201381362e-04	0.000000e+00	4.986410e+00
7.002621841657635e-04	0.000000e+00	4.980603e+00
7.003055481933907e-04	0.000000e+00	4.973768e+00
7.006091334455278e-04	0.000000e+00	4.904458e+00
7.012163039498020e-04	0.000000e+00	4.684416e+00
7.021768780104419e-04	0.000000e+00	4.215658e+00
7.031534405104419e-04	0.000000e+00	3.661529e+00
7.041300030104419e-04	0.000000e+00	3.089154e+00
7.051065655104419e-04	0.000000e+00	2.547741e+00
7.060831280104419e-04	0.000000e+00	2.062725e+00
7.070596905104419e-04	0.000000e+00	1.644136e+00
7.080362530104419e-04	0.000000e+00	1.292733e+00
7.090128155104419e-04	0.000000e+00	1.004069e+00
7.099893780104419e-04	0.000000e+00	7.711335e-01
7.109659405104419e-04	0.000000e+00	5.859990e-01
7.119425030104419e-04	0.000000e+00	4.408036e-01
7.129190655104419e-04	0.000000e+00	3.282911e-01
7.138956280104419e-04	0.000000e+00	2.420672e-01
7.148721905104419e-04	0.000000e+00	1.766789e-01
7.158487530104419e-04	0.000000e+00	1.275907e-01
7.168253155104419e-04	0.000000e+00	9.110463e-02
7.178018780104419e-04	0.000000e+00	6.425561e-02
7.187784405104419e-04	0.000000e+00	4.469996e-02
7.197550030104419e-04	0.000000e+00	3.060864e-02
7.207315655104419e-04	0.000000e+00	2.057073e-02
7.217081280104419e-04	0.000000e+00	1.350957e-02
7.226846905104419e-04	0.000000e+00	8.611992e-03
7.236612530104419e-04	0.000000e+00	5.269973e-03
7.246378155104419e-04	0.000000e+00	3.033377e-03
7.256143780104419e-04	0.000000e+00	1.572308e-03
7.265909405104419e-04	0.000000e+00	6.292434e-04
7.273342429690921e-04	0.000000e+00	1.674526e-04
7.280129473104672e-04	0.000000e+00	-1.022931e-04
7.286923022344592e-04	0.000000e+00	-2.735971e-04
7.294676801734474e-04	0.000000e+00	-3.873308e-04
7.302609022664069e-04	0.000000e+00	-4.456436e-04
7.308022798973792e-04	0.000000e+00	-4.583861e-04
7.313877236740780e-04	0.000000e+00	-4.532547e-04
7.319808861596438e-04	0.000000e+00	-4.357627e-04
7.329009055157556e-04	0.000000e+00	-3.951826e-04
7.338474305358919e-04	0.000000e+00	-3.459406e-04
7.348239930358919e-04	0.000000e+00	-2.928708e-04
7.358005555358919e-04	0.000000e+00	-2.422291e-04
7.367771180358919e-04	0.000000e+00	-1.965783e-04
7.387302430358919e-04	0.000000e+00	-1.236681e-04
7.397068055358919e-04	0.000000e+00	-9.620927e-05
7.406833680358919e-04	0.000000e+00	-7.400095e-05
7.416599305358919e-04	0.000000e+00	-5.631524e-05
7.426364930358919e-04	0.000000e+00	-4.242059e-05
7.436130555358919e-04	0.000000e+00	-3.163638e-05
7.445896180358919e-04	0.000000e+00	-2.335959e-05
7.455661805358919e-04	0.000000e+00	-1.707394e-05
7.465427430358919e-04	0.000000e+00	-1.234865e-05
7.475193055358919e-04	0.000000e+00	-8.831635e-06
7.494724305358919e-04	0.000000e+00	-4.349587e-06
7.514255555358919e-04	0.000000e+00	-2.011956e-06
7.543552430358919e-04	0.000000e+00	-5.230762e-07
7.578959215185661e-04	0.000000e+00	-2.765195e-07
7.614366000012402e-04	0.000000e+00	-8.721063e-08
7.649772784839143e-04	0.000000e+00	4.485029e-08
7.685179569665885e-04	0.000000e+00	1.196633e-07
7.720586354492626e-04	0.000000e+00	1.372284e-07
7.755993139319367e-04	0.000000e+00	9.754556e-08
7.791399924146109e-04	0.000000e+00	6.148286e-10
8.000000000000000e-04	0.000000e+00	-1.150257e-12
8.000000459130409e-04	2.295652e-01	-1.320347e-10
8.000000918260816e-04	4.591304e-01	3.478940e-11
8.000001377391224e-04	6.886956e-01	4.993219e-10
8.000001836521632e-04	9.182608e-01	1.261563e-09
8.000002295652040e-04	1.147826e+00	2.321512e-09
8.000002754782447e-04	1.377391e+00	3.679170e-09
8.000003213912856e-04	1.606956e+00	5.334536e-09
8.000006294122273e-04	3.147061e+00	3.170845e-08
8.000010000000001e-04	5.000000e+00	8.708463e-08
8.000226793847035e-04	5.000000e+00	1.605008e-04
8.000443587694070e-04	5.000000e+00	5.957164e-04
8.000660381541104e-04	5.000000e+00	1.305734e-03
8.000877175388138e-04	5.000000e+00	2.290553e-03
8.001093969235173e-04	5.000000e+00	3.550174e-03
8.001310763082207e-04	5.000000e+00	5.084597e-03
8.001527556929242e-04	5.000000e+00	6.893822e-03
8.003045484446256e-04	5.000000e+00	2.566169e-02
8.005669411039853e-04	5.000000e+00	7.967681e-02
8.009471845231231e-04	5.000000e+00	1.976671e-01
8.014893430761209e-04	5.000000e+00	4.264721e-01
8.022148833494138e-04	5.000000e+00	8.024104e-01
8.031914458494138e-04	5.000000e+00	1.364543e+00
8.041680083494138e-04	5.000000e+00	1.934981e+00
8.051445708494138e-04	5.000000e+00	2.473570e+00
8.061211333494138e-04	5.000000e+00	2.955476e+00
8.070976958494138e-04	5.000000e+00	3.371020e+00
8.080742583494138e-04	5.000000e+00	3.719636e+00
8.090508208494138e-04	5.000000e+00	4.005857e+00
8.100273833494138e-04	5.000000e+00	4.236718e+00
8.110039458494138e-04	5.000000e+00	4.420132e+00
8.119805083494138e-04	5.000000e+00	4.563929e+00
8.129570708494138e-04	5.000000e+00	4.675322e+00
8.139336333494138e-04	5.000000e+00	4.760663e+00
8.149101958494138e-04	5.000000e+00	4.825364e+00
8.158867583494138e-04	5.000000e+00	4.873922e+00
8.168633208494138e-04	5.000000e+00	4.910005e+00
8.178398833494138e-04	5.000000e+00	4.936549e+00
8.188164458494138e-04	5.000000e+00	4.955878e+00
8.197930083494138e-04	5.000000e+00	4.969801e+00
8.207695708494138e-04	5.000000e+00	4.979716e+00
8.217461333494138e-04	5.000000e+00	4.986689e+00
8.227226958494138e-04	5.000000e+00	4.991522e+00
8.236992583494138e-04	5.000000e+00	4.994819e+00
8.246758208494138e-04	5.000000e+00	4.997024e+00
8.256523833494138e-04	5.000000e+00	4.998464e+00
8.266289458494138e-04	5.000000e+00	4.999374e+00
8.276055083494138e-04	5.000000e+00	4.999924e+00
8.285820708494138e-04	5.000000e+00	5.000236e+00
8.295586333494138e-04	5.000000e+00	5.000396e+00
8.302993259445967e-04	5.000000e+00	5.000450e+00
8.308043711597404e-04	5.000000e+00	5.000460e+00
8.314617514633758e-04	5.000000e+00	5.000453e+00
8.320612871153000e-04	5.000000e+00	5.000434e+00
8.330377998685808e-04	5.000000e+00	5.000389e+00
8.339729558190004e-04	5.000000e+00	5.000340e+00
8.349495183190004e-04	5.000000e+00	5.000286e+00
8.359260808190004e-04	5.000000e+00	5.000236e+00
8.388557683190004e-04	5.000000e+00	5.000120e+00
8.398323308190004e-04	5.000000e+00	5.000093e+00
8.408088933190004e-04	5.000000e+00	5.000072e+00
8.417854558190004e-04	5.000000e+00	5.000054e+00
8.427620183190004e-04	5.000000e+00	5.000041e+00
8.437385808190004e-04	5.000000e+00	5.000031e+00
8.447151433190004e-04	5.000000e+00	5.000022e+00
8.456917058190004e-04	5.000000e+00	5.000016e+00
8.466682683190004e-04	5.000000e+00	5.000012e+00
8.476448308190004e-04	5.000000e+00	5.000009e+00
8.495979558190004e-04	5.000000e+00	5.000004e+00
8.515510808190005e-04	5.000000e+00	5.000002e+00
8.532900046047435e-04	5.000000e+00	5.000001e+00
8.550289283904865e-04	5.000000e+00	5.000001e+00
8.567678521762296e-04	5.000000e+00	5.000000e+00
8.585067759619725e-04	5.000000e+00	5.000000e+00
8.602456997477155e-04	5.000000e+00	5.000000e+00
8.619846235334586e-04	5.000000e+00	5.000000e+00
8.637235473192016e-04	5.000000e+00	5.000000e+00
9.000010000000001e-04	5.000000e+00	5.000000e+00
9.000010459130629e-04	4.770435e+00	5.000000e+00
9.000010918261258e-04	4.540869e+00	5.000000e+00
9.000011377391886e-04	4.311304e+00	5.000000e+00
9.000011836522516e-04	4.081739e+00	5.000000e+00
9.000012295653144e-04	3.852173e+00	5.000000e+00
9.000012754783773e-04	3.622608e+00	5.000000e+00
9.000013213914401e-04	3.393043e+00	5.000000e+00
9.000016294125309e-04	1.852937e+00	5.000000e+00
9.000020000000001e-04	0.000000e+00	5.000000e+00
9.000453640279953e-04	0.000000e+00	4.999341e+00
9.000887280559903e-04	0.000000e+00	4.997652e+00
9.001320920839855e-04	0.000000e+00	4.994934e+00
9.001754561119807e-04	0.000000e+00	4.991186e+00
9.002188201399758e-04	0.000000e+00	4.986410e+00
9.002621841679709e-04	0.000000e+00	4.980603e+00
9.003055481959661e-04	0.000000e+00	4.973768e+00
9.006091334506789e-04	0.000000e+00	4.904458e+00
9.012163039601046e-04	0.000000e+00	4.684416e+00
9.021768780202682e-04	0.000000e+00	4.215658e+00
9.031534405202682e-04	0.000000e+00	3.661529e+00
9.041300030202682e-04	0.000000e+00	3.089154e+00
9.051065655202682e-04	0.000000e+00	2.547741e+00
9.060831280202682e-04	0.000000e+00	2.062725e+00
9.070596905202682e-04	0.000000e+00	1.644136e+00
9.080362530202682e-04	0.000000e+00	1.292733e+00
9.090128155202682e-04	0.000000e+00	1.004069e+00
9.099893780202682e-04	0.000000e+00	7.711335e-01
9.109659405202682e-04	0.000000e+00	5.859990e-01
9.119425030202682e-04	0.000000e+00	4.408036e-01
9.129190655202682e-04	0.000000e+00	3.282911e-01
9.138956280202682e-04	0.000000e+00	2.420672e-01
9.148721905202682e-04	0.000000e+00	1.766789e-01
9.158487530202682e-04	0.000000e+00	1.275907e-01
9.168253155202682e-04	0.000000e+00	9.110462e-02
9.178018780202682e-04	0.000000e+00	6.425561e-02
9.187784405202682e-04	0.000000e+00	4.469996e-02
9.197550030202682e-04	0.000000e+00	3.060864e-02
9.207315655202682e-04	0.000000e+00	2.057073e-02
9.217081280202682e-04	0.000000e+00	1.350957e-02
9.226846905202682e-04	0.000000e+00	8.611992e-03
9.236612530202682e-04	0.000000e+00	5.269973e-03
9.246378155202682e-04	0.000000e+00	3.033377e-03
9.256143780202683e-04	0.000000e+00	1.572308e-03
9.265909405202683e-04	0.000000e+00	6.292434e-04
9.273342429782991e-04	0.000000e+00	1.674526e-04
9.280129473189662e-04	0.000000e+00	-1.022931e-04
9.286923022422390e-04	0.000000e+00	-2.735971e-04
9.294676801848648e-04	0.000000e+00	-3.873308e-04
9.302609022751369e-04	0.000000e+00	-4.456436e-04
9.308022799019782e-04	0.000000e+00	-4.583861e-04
9.313877236809035e-04	0.000000e+00	-4.532547e-04
9.319808861687718e-04	0.000000e+00	-4.357627e-04
9.329009055278642e-04	0.000000e+00	-3.951826e-04
9.338474305489945e-04	0.000000e+00	-3.459406e-04
9.348239930489945e-04	0.000000e+00	-2.928708e-04
9.358005555489945e-04	0.000000e+00	-2.422291e-04
9.367771180489945e-04	0.000000e+00	-1.965783e-04
9.387302430489945e-04	0.000000e+00	-1.236681e-04
9.397068055489945e-04	0.000000e+00	-9.620927e-05
9.406833680489945e-04	0.000000e+00	-7.400095e-05
9.416599305489945e-04	0.000000e+00	-5.631524e-05
9.426364930489945e-04	0.000000e+00	-4.242059e-05
9.436130555489945e-04	0.000000e+00	-3.163638e-05
9.445896180489945e-04	0.000000e+00	-2.335959e-05
9.455661805489945e-04	0.000000e+00	-1.707394e-05
9.465427430489945e-04	0.000000e+00	-1.234865e-05
9.475193055489945e-04	0.000000e+00	-8.831635e-06
9.494724305489945e-04	0.000000e+00	-4.349587e-06
9.514255555489945e-04	0.000000e+00	-2.011956e-06
9.543552430489945e-04	0.000000e+00	-5.230762e-07
9.578959215324257e-04	0.000000e+00	-2.765195e-07
9.614366000158570e-04	0.000000e+00	-8.721063e-08
9.649772784992882e-04	0.000000e+00	4.485029e-08
9.685179569827194e-04	0.000000e+00	1.196633e-07
9.720586354661507e-04	0.000000e+00	1.372284e-07
9.755993139495819e-04	0.000000e+00	9.754556e-08
9.791399924330131e-04	0.000000e+00	6.148286e-10
9.999989999994242e-04	0.000000e+00	-1.150542e-12
1.000000000000000e-03	0.000000e+00	-1.150257e-12
